Geneid	Chr	Start	End	Strand	Length	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S17_S17	S18	S19	S20	S21	S22	S23	S24	S24_S24	S25	S25_S25	S26	S26_S26	S27	S28	S28_S28	S29_S29	S31_S31	S32_S32	S33_S33	gene_name
b0984	NC_000913.3	1045849	1047945	-	2097	2	2	3	3	2	3	3	4	3	12	6	1	3	6	1	1	9	1	2	6	8	2	1	1	0	8	4	10	6	8	7	9	16	17	9	2	19	gfcD
b0985	NC_000913.3	1047945	1048691	-	747	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	2	1	1	1	0	gfcC
b0986	NC_000913.3	1048688	1049332	-	645	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	2	0	1	0	0	2	0	6	0	0	gfcB
b0987	NC_000913.3	1049439	1049744	-	306	1	1	2	1	3	7	5	12	6	1	3	1	6	5	1	1	1	0	0	1	1	5	1	0	0	0	4	1	1	0	2	0	2	6	11	1	4	gfcA
b4516	NC_000913.3	1049833	1050108	+	276	2	3	2	2	4	6	5	10	9	1	1	2	2	3	2	0	2	0	0	2	2	3	0	2	0	1	8	9	8	0	4	4	0	4	12	0	5	insA4
b0988	NC_000913.3	1050027	1050530	+	504	9	10	30	19	41	25	31	24	30	7	9	20	30	18	3	2	20	4	3	33	26	47	17	8	8	11	53	9	27	4	23	13	6	21	28	5	33	insB4
b0989	NC_000913.3	1050963	1051175	-	213	0	0	6	3	8	1	3	3	0	5	0	4	3	3	0	1	2	0	0	11	11	23	0	1	1	0	17	1	21	0	10	11	0	0	4	0	2	cspH
b0990	NC_000913.3	1051461	1051673	+	213	24	25	112	70	161	174	186	151	124	73	10	113	78	151	6	3	67	0	21	298	470	441	60	34	25	28	151	74	616	3	415	351	5	72	56	14	139	cspG
b4723	NC_000913.3	1051684	1051872	+	189	18	8	30	21	52	165	137	127	80	11	2	46	20	49	0	5	13	1	19	114	120	120	13	15	10	3	28	6	122	4	76	95	1	6	12	3	20	ymcF
b0991	NC_000913.3	1051847	1052077	+	231	0	0	0	0	0	1	2	0	1	1	1	0	0	1	0	0	0	0	1	4	2	1	0	1	0	0	0	0	3	0	2	3	0	0	0	0	1	ymcE
b4517	NC_000913.3	1052067	1052240	+	174	1	1	2	3	2	3	7	2	3	2	1	1	0	3	0	0	1	0	0	3	9	7	4	1	0	0	6	1	12	1	4	5	1	2	2	1	2	gnsA
b0992	NC_000913.3	1052289	1053362	-	1074	1	0	3	2	2	5	4	3	1	0	1	0	3	5	2	0	3	2	0	2	3	2	2	1	0	7	19	3	11	3	11	15	0	44	8	1	2	yccM
b0993	NC_000913.3	1053434	1056178	-	2745	14	4	12	8	12	32	22	42	27	12	5	13	7	18	11	6	8	3	5	6	16	22	10	9	1	32	33	31	33	5	22	35	25	114	22	5	33	torS
b0994	NC_000913.3	1056261	1057289	+	1029	0	3	4	7	7	7	4	5	6	1	3	1	6	8	4	2	4	4	1	8	9	6	2	4	1	7	8	14	2	5	8	9	14	17	25	4	3	torT
b0995	NC_000913.3	1057262	1057954	-	693	3	2	6	0	6	3	3	2	2	1	2	3	5	4	2	2	7	1	0	5	7	4	3	1	1	2	10	8	9	1	8	11	14	47	43	0	10	torR
b0996	NC_000913.3	1058084	1059256	+	1173	0	2	3	0	1	1	1	0	4	1	1	2	1	0	0	1	3	0	0	1	2	1	0	2	0	3	13	2	1	3	1	2	3	8	7	1	1	torC
b0997	NC_000913.3	1059256	1061802	+	2547	0	4	2	3	2	4	4	6	5	3	4	4	3	3	1	4	2	1	2	1	3	5	1	5	0	7	27	14	3	4	9	12	16	32	10	1	17	torA
b0998	NC_000913.3	1061799	1062398	+	600	2	9	7	2	6	6	5	3	2	4	3	5	6	6	3	5	3	4	3	1	5	6	2	0	3	18	12	58	5	8	7	3	19	53	19	4	19	torD
b0999	NC_000913.3	1062550	1062855	-	306	13	34	12	8	23	17	10	2	12	12	19	14	17	18	6	21	15	28	23	13	17	15	7	13	4	130	10	282	12	71	12	17	155	91	66	28	81	cbpM
b1000	NC_000913.3	1062855	1063775	-	921	50	120	32	38	62	39	27	17	31	47	54	45	58	67	19	49	61	53	69	46	48	50	31	44	27	196	58	483	68	142	48	43	262	164	237	75	139	cbpA
b1001	NC_000913.3	1064036	1065292	+	1257	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	18	1	1	yccE
b1002	NC_000913.3	1065585	1066826	+	1242	61	41	78	90	62	14	13	12	14	36	34	62	82	95	22	34	86	24	66	109	107	81	33	18	14	82	101	265	41	133	39	48	389	358	161	28	110	agp
b1003	NC_000913.3	1066864	1067091	-	228	32	161	36	44	52	57	57	41	38	69	143	75	66	51	28	37	56	59	45	29	41	42	28	42	19	323	247	1371	104	378	109	163	183	460	616	245	121	yccJ
b1004	NC_000913.3	1067112	1067708	-	597	43	135	46	52	64	53	47	49	46	112	170	87	99	75	35	72	111	177	72	50	90	56	38	25	22	298	437	1230	120	521	174	255	343	802	564	205	141	wrbA
b4518	NC_000913.3	1068081	1068254	+	174	92	896	23	12	71	26	15	13	29	580	1022	59	42	92	7	12	363	693	138	58	52	41	7	94	47	696	23	5309	20	1693	4	5	90	9	1260	545	413	ymdF
b1006	NC_000913.3	1068511	1069839	-	1329	4	9	3	5	1	3	3	10	10	8	10	4	5	5	1	3	8	6	0	6	3	6	0	3	2	13	7	47	7	20	7	3	22	29	19	10	10	rutG
b1007	NC_000913.3	1069860	1070354	-	495	2	0	0	0	1	0	1	1	0	0	1	2	0	0	1	0	1	1	0	1	1	1	1	0	0	2	0	4	1	3	1	0	7	7	0	0	1	rutF
b1008	NC_000913.3	1070365	1070955	-	591	1	1	2	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	3	5	2	1	0	rutE
b1009	NC_000913.3	1070965	1071765	-	801	1	0	3	0	3	2	2	1	2	0	1	0	0	0	0	1	0	2	1	0	1	1	0	1	0	2	0	3	1	0	1	2	1	4	3	2	1	rutD
b1010	NC_000913.3	1071773	1072159	-	387	1	0	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	4	0	1	0	1	0	2	2	1	0	0	2	rutC
b1011	NC_000913.3	1072171	1072863	-	693	0	0	3	2	0	2	0	2	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	4	5	8	5	1	1	2	3	9	1	0	1	rutB
b1012	NC_000913.3	1072863	1074011	-	1149	1	0	0	0	1	0	4	8	0	1	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	3	1	2	1	1	0	1	8	7	5	0	4	rutA
b1013	NC_000913.3	1074242	1074880	+	639	9	6	13	18	11	15	16	25	12	16	8	13	16	15	5	10	17	5	8	7	11	22	11	7	1	27	11	77	10	17	13	8	28	21	28	8	28	rutR
b1014	NC_000913.3	1074920	1078882	-	3963	106	19	201	288	264	169	86	361	130	25	13	211	208	301	42	36	84	24	63	276	345	274	148	68	23	403	50	1225	230	55	146	121	286	1601	61	35	826	putA
b4737	NC_000913.3	1079120	1079146	+	27	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	ymdG
b1015	NC_000913.3	1079305	1080813	+	1509	27	13	65	97	86	20	16	20	17	22	12	38	60	102	16	14	47	5	25	146	124	109	15	10	1	51	10	140	39	9	24	29	66	201	22	12	93	putP
b4490	NC_000913.3	1081356	1082185	+	830	6	13	12	10	17	5	12	2	7	26	5	2	40	29	0	2	25	9	10	9	54	17	6	4	2	3	3	13	8	23	6	3	9	16	30	4	12	efeU
b1018	NC_000913.3	1082243	1083370	+	1128	3	5	4	5	6	6	1	4	2	9	0	3	9	17	1	0	8	1	2	18	19	14	6	1	1	3	6	9	5	6	2	5	4	20	3	5	8	efeO
b1019	NC_000913.3	1083376	1084647	+	1272	2	1	11	10	9	6	5	3	7	4	0	3	12	9	3	0	16	3	4	9	15	12	2	1	0	5	2	9	4	3	2	9	4	25	17	0	11	efeB
b1020	NC_000913.3	1084992	1086056	+	1065	72	111	127	101	141	27	39	22	32	122	85	78	95	135	23	62	100	67	43	108	112	105	24	11	10	42	8	175	61	244	34	31	201	23	286	46	39	phoH
b1021	NC_000913.3	1086106	1086519	-	414	2	3	3	0	3	1	1	1	1	3	2	0	3	1	1	1	1	0	0	6	6	3	0	1	0	0	5	3	2	1	3	3	4	3	4	0	4	pgaD
b1022	NC_000913.3	1086521	1087846	-	1326	1	3	0	1	2	0	3	0	2	2	4	0	3	4	2	1	4	0	0	3	10	3	0	1	1	3	7	2	5	0	2	2	2	1	6	1	1	pgaC
b1023	NC_000913.3	1087839	1089857	-	2019	2	1	0	0	4	0	0	2	1	1	1	1	1	0	0	1	2	8	0	4	3	3	1	0	0	4	9	4	3	1	4	2	5	10	40	2	3	pgaB
b1024	NC_000913.3	1089866	1092289	-	2424	0	2	2	2	4	0	3	2	1	14	6	1	5	9	0	1	4	5	2	11	10	8	1	1	4	7	24	5	2	4	1	4	4	10	39	2	6	pgaA
b1025	NC_000913.3	1092876	1094234	+	1359	1	3	0	1	1	0	2	0	1	2	2	1	1	4	1	1	5	0	0	1	2	5	2	0	0	0	4	0	5	1	1	2	4	7	194	4	3	dgcT
b1026	NC_000913.3	1094275	1095141	-	867	6	3	1	1	6	5	3	5	10	5	4	7	6	4	0	6	4	1	1	3	8	8	1	1	2	12	19	12	20	0	15	9	15	80	29	1	24	insF4
b1027	NC_000913.3	1095138	1095437	-	300	1	2	3	2	4	3	6	6	3	4	1	1	3	4	2	6	4	2	0	1	3	2	1	2	0	1	3	3	11	0	3	9	9	26	11	1	5	insE4
b1028	NC_000913.3	1095544	1095846	+	303	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	ymdE
b1029	NC_000913.3	1095843	1096829	+	987	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	2	0	0	1	1	0	0	0	1	0	0	2	0	0	2	0	0	1	27	3	1	ycdU
b1032	NC_000913.3	1097565	1097652	-	88	11	20	5	8	11	7	12	4	9	5	13	5	19	6	2	5	13	574	6	15	23	6	9	4	1	275	6	429	4	529	2	6	243	263	282	257	377	serX
b1033	NC_000913.3	1097886	1098824	+	939	27	8	40	33	36	21	14	22	31	12	4	36	19	24	19	12	22	10	11	32	26	32	14	11	2	42	40	53	30	20	18	28	91	72	32	13	35	ghrA
b1034	NC_000913.3	1098879	1099616	+	738	32	10	49	32	43	15	17	17	30	20	14	35	43	43	26	13	26	9	22	31	41	45	7	10	4	28	30	40	37	16	30	42	76	93	59	9	31	ycdX
b1035	NC_000913.3	1099640	1100194	+	555	20	11	27	23	30	23	17	27	22	14	4	24	30	32	15	11	19	2	10	33	41	42	11	7	1	43	20	49	17	19	29	25	63	112	29	6	43	ycdY
b1036	NC_000913.3	1100296	1100787	+	492	18	2	19	18	15	24	14	31	23	20	3	25	23	19	6	2	11	7	3	25	30	23	17	6	4	54	26	38	29	29	14	24	28	99	29	25	50	ycdZ
b1037	NC_000913.3	1100851	1101684	-	834	3	8	7	2	7	18	17	5	8	11	2	5	6	10	3	6	6	1	0	5	12	7	11	5	2	14	10	44	6	11	7	4	5	15	8	4	27	csgG
b1038	NC_000913.3	1101711	1102127	-	417	1	1	0	0	0	7	8	1	5	2	0	0	0	1	0	0	1	0	0	0	0	0	3	2	1	0	5	3	0	0	0	0	0	0	0	2	6	csgF
b1039	NC_000913.3	1102152	1102541	-	390	3	0	2	1	0	6	11	3	6	4	0	1	0	1	0	0	1	2	0	2	2	3	7	7	3	2	1	7	1	1	0	0	0	0	0	1	34	csgE
b1040	NC_000913.3	1102546	1103196	-	651	7	5	6	3	7	18	39	6	26	20	13	4	7	7	0	3	12	4	1	5	6	4	28	22	13	16	12	21	4	2	7	3	6	3	5	8	50	csgD
b1041	NC_000913.3	1103951	1104406	+	456	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	2	0	5	0	1	csgB
b1042	NC_000913.3	1104447	1104902	+	456	1	2	2	1	1	0	1	2	1	3	1	2	1	2	0	0	3	0	0	0	1	1	1	3	0	2	2	17	2	1	1	3	5	3	5	2	3	csgA
b1043	NC_000913.3	1104961	1105293	+	333	0	0	0	0	1	1	0	0	1	2	1	1	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	2	1	1	0	0	3	4	0	0	csgC
b1044	NC_000913.3	1105414	1105725	+	312	0	2	0	0	0	1	1	1	0	1	2	0	1	4	0	0	3	0	0	1	1	0	0	0	0	0	0	1	2	0	1	1	0	1	1	0	0	ymdA
b1045	NC_000913.3	1105820	1106353	+	534	8	6	8	19	13	4	5	1	2	20	13	7	12	4	9	13	16	14	13	20	11	18	7	7	0	42	10	66	26	71	23	24	76	125	93	16	32	ymdB
b1046	NC_000913.3	1106355	1107776	+	1422	15	25	22	27	21	24	22	19	27	35	32	26	23	30	19	28	28	22	19	32	31	19	18	10	11	51	37	110	60	37	57	54	160	226	126	18	41	clsC
b1047	NC_000913.3	1107784	1108941	-	1158	1	0	9	2	4	2	17	2	5	16	5	7	10	6	1	1	7	4	2	25	10	9	2	0	2	3	14	4	10	1	11	11	3	30	19	5	7	opgC
b1048	NC_000913.3	1109335	1110870	+	1536	29	31	84	69	96	45	75	37	60	61	21	58	93	85	60	73	63	9	48	136	131	102	53	24	19	92	100	202	109	33	120	136	443	594	721	42	143	opgG
b1049	NC_000913.3	1110863	1113406	+	2544	45	32	112	103	131	89	106	159	141	38	22	92	138	108	86	82	79	15	64	193	192	156	49	22	19	366	114	776	189	61	173	183	770	1254	138	22	376	opgH
b1050	NC_000913.3	1113579	1113806	+	228	7	17	8	8	16	12	9	14	8	19	72	16	21	23	5	8	26	11	9	6	13	15	5	4	9	82	9	419	20	40	20	16	65	56	62	32	35	yceK
b1051	NC_000913.3	1113807	1114181	-	375	13	54	22	12	27	13	8	7	9	53	115	33	27	46	18	18	56	11	21	19	16	17	3	14	13	30	16	284	43	33	47	45	79	31	88	11	25	msyB
b1053	NC_000913.3	1114264	1115490	-	1227	7	6	6	8	9	20	12	21	32	7	5	5	13	9	13	19	8	3	8	11	11	17	8	4	4	24	34	30	44	8	40	43	53	97	29	7	17	mdtG
b1054	NC_000913.3	1115662	1116582	-	921	11	20	39	29	43	41	33	48	28	31	27	32	26	25	20	20	17	19	16	49	35	48	17	7	2	98	27	94	36	32	50	58	142	164	66	17	46	lpxL
b1055	NC_000913.3	1116807	1117859	+	1053	15	2	19	14	23	1	12	8	7	18	6	11	27	35	10	6	10	6	10	34	38	36	20	14	4	8	18	14	47	7	35	51	51	51	36	5	29	trhO
b1056	NC_000913.3	1117901	1118476	-	576	4	1	13	9	16	7	13	7	9	2	3	11	6	19	5	3	4	2	4	10	15	16	18	5	4	1	13	6	23	1	7	11	29	21	5	2	10	yceI
b1057	NC_000913.3	1118480	1119046	-	567	1	2	2	1	4	3	5	9	8	2	3	2	0	1	0	1	0	0	1	2	0	3	3	1	2	3	7	2	7	0	10	0	8	11	1	1	7	yceJ
b1058	NC_000913.3	1119307	1119447	-	141	0	0	0	0	1	0	0	1	1	0	0	0	3	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	yceO
b1059	NC_000913.3	1119468	1120586	-	1119	13	9	11	10	17	19	8	21	10	5	4	13	11	8	5	4	12	14	7	22	15	29	11	8	1	17	26	17	8	13	7	9	24	27	18	5	39	solA
b1060	NC_000913.3	1120701	1120955	-	255	125	186	114	102	173	128	137	183	101	127	189	171	205	171	42	34	190	19	46	204	304	250	61	24	27	252	407	902	171	219	220	288	81	225	308	104	129	bssS
b1061	NC_000913.3	1121242	1121487	-	246	6	16	13	21	12	8	5	8	9	3	3	23	16	15	3	3	4	0	7	18	21	23	0	2	6	7	17	11	6	0	6	13	0	8	7	1	8	dinI
b1062	NC_000913.3	1121561	1122607	-	1047	27	12	31	24	27	8	20	11	12	15	11	30	62	48	5	4	14	5	13	72	81	52	20	15	11	10	56	14	36	2	18	32	13	35	18	4	30	pyrC
b1063	NC_000913.3	1122713	1123273	-	561	61	138	100	80	124	44	121	56	33	211	183	74	120	119	7	11	158	3	21	90	110	102	28	14	8	62	35	263	46	22	23	28	54	94	72	8	51	yceB
b1064	NC_000913.3	1123407	1124054	-	648	233	163	182	142	137	65	66	42	73	106	86	138	169	136	51	117	126	118	157	121	133	112	95	73	37	400	83	1067	162	559	91	83	1070	283	608	175	250	grxB
b1065	NC_000913.3	1124118	1125326	-	1209	7	6	10	4	12	3	12	4	5	7	2	5	10	10	2	1	5	5	1	13	13	7	2	0	1	3	19	16	9	1	12	12	18	68	8	5	19	mdtH
b1066	NC_000913.3	1125562	1126146	+	585	7	11	10	10	19	6	11	6	8	15	9	15	16	20	10	9	14	4	14	18	18	15	12	8	4	13	21	40	28	5	19	35	53	87	25	3	26	rimJ
b1067	NC_000913.3	1126157	1126804	+	648	6	6	25	16	20	17	9	9	11	4	4	10	19	13	11	5	15	11	14	23	31	34	11	3	6	27	22	75	11	7	10	16	144	138	22	3	40	yceH
b1068	NC_000913.3	1126806	1127729	+	924	17	11	23	24	30	20	15	16	15	10	1	17	14	20	14	15	15	7	13	35	22	24	8	3	3	88	19	157	15	19	28	22	307	405	36	21	102	yceM
b1069	NC_000913.3	1127839	1129374	+	1536	14	17	20	20	16	30	25	41	26	25	13	27	20	30	8	11	14	4	6	30	38	40	18	8	3	48	26	24	59	13	47	64	54	205	24	6	37	murJ
b1070	NC_000913.3	1129414	1129830	-	417	6	5	11	8	6	11	10	7	12	2	1	4	2	11	5	4	5	4	2	3	9	6	5	3	1	20	6	10	12	8	8	19	20	25	22	3	4	flgN
b1071	NC_000913.3	1129835	1130128	-	294	4	2	2	4	3	4	5	3	4	3	0	2	3	2	1	5	0	6	4	5	3	1	6	1	1	7	5	6	11	9	7	7	23	20	14	0	10	flgM
b1072	NC_000913.3	1130204	1130863	-	660	0	1	3	2	4	3	3	4	0	2	1	1	1	3	0	2	4	0	2	5	4	6	2	0	2	6	2	10	2	4	7	4	3	15	10	0	4	flgA
b1073	NC_000913.3	1131018	1131434	+	417	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	2	4	5	0	0	0	1	0	0	1	0	0	0	1	2	2	1	2	flgB
b1074	NC_000913.3	1131438	1131842	+	405	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	0	0	1	0	0	0	4	3	0	0	flgC
b1075	NC_000913.3	1131854	1132549	+	696	1	0	2	4	2	1	1	1	0	0	0	1	0	0	0	0	1	0	0	5	4	9	1	0	0	3	0	2	1	0	2	3	5	7	1	1	6	flgD
b1076	NC_000913.3	1132574	1133782	+	1209	0	2	3	4	1	2	5	1	0	1	2	6	0	4	2	0	0	0	1	13	6	19	2	1	1	4	1	5	2	2	0	3	11	25	5	2	8	flgE
b1077	NC_000913.3	1133802	1134557	+	756	0	1	0	1	2	0	2	1	2	1	2	1	1	2	1	0	1	0	0	5	5	6	0	0	0	1	1	7	1	0	3	3	3	8	3	0	0	flgF
b1078	NC_000913.3	1134729	1135511	+	783	1	2	1	0	2	0	2	0	0	4	0	0	6	4	0	0	0	1	3	4	3	12	1	0	1	4	0	4	1	2	1	3	7	12	7	1	3	flgG
b1079	NC_000913.3	1135564	1136262	+	699	0	0	0	0	1	3	4	4	3	0	2	1	0	2	0	1	0	1	0	4	3	3	2	0	0	6	5	4	4	2	1	5	3	5	5	5	7	flgH
b1080	NC_000913.3	1136274	1137371	+	1098	0	0	0	1	0	2	1	3	2	3	2	1	0	1	0	1	3	4	1	0	1	2	0	1	0	7	1	6	2	1	3	2	2	10	2	0	5	flgI
b1081	NC_000913.3	1137371	1138312	+	942	0	1	1	0	2	1	1	7	2	0	0	1	2	1	1	0	3	0	1	3	1	2	3	3	2	1	4	4	5	0	1	3	2	12	0	1	2	flgJ
b1082	NC_000913.3	1138378	1140021	+	1644	4	6	2	0	2	8	3	5	8	4	3	5	5	6	0	2	5	3	0	6	10	4	2	0	2	12	2	20	3	3	5	6	16	14	8	1	4	flgK
b1083	NC_000913.3	1140033	1140986	+	954	3	4	3	3	5	8	10	17	10	3	4	9	2	7	6	1	5	0	5	8	6	4	3	0	0	20	6	48	4	8	6	3	18	23	19	5	6	flgL
b4826	NC_000913.3	1140986	1141063	+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	flgO
b1084	NC_000913.3	1141182	1144367	-	3186	234	131	354	307	345	329	257	592	402	112	50	397	296	332	146	131	155	47	148	415	381	410	138	75	49	770	335	2188	261	166	267	339	514	967	158	130	542	rne
b1085	NC_000913.3	1144502	1144822	+	321	20	42	47	34	72	24	18	29	21	42	31	60	61	74	14	8	45	10	15	70	58	60	23	9	9	27	51	97	29	49	41	56	31	107	52	14	40	yceQ
b1086	NC_000913.3	1144940	1145899	+	960	24	10	34	22	48	59	65	41	42	30	12	30	55	45	12	11	29	0	11	59	69	63	53	28	16	51	79	43	56	10	59	52	31	116	36	19	199	rluC
b1087	NC_000913.3	1146011	1146595	-	585	24	28	28	27	34	40	26	26	34	27	25	19	25	32	8	27	38	10	15	35	48	42	27	24	8	50	32	122	60	31	34	39	67	71	93	20	56	yceF
b4418	NC_000913.3	1146589	1146757	+	169	12	5	21	20	23	19	16	7	19	9	9	23	16	34	2	4	12	1	3	17	25	21	4	3	6	7	21	35	15	15	9	28	0	18	10	5	19	sraB
b1088	NC_000913.3	1146794	1147315	+	522	305	199	604	431	750	398	499	413	450	251	122	680	748	803	138	102	285	61	176	882	971	836	277	153	114	653	699	644	584	154	509	570	311	2276	151	166	1150	yceD
b1089	NC_000913.3	1147367	1147540	+	174	286	134	314	280	493	218	258	179	194	110	67	484	460	488	123	66	170	13	113	649	615	564	229	110	90	278	549	310	477	47	353	507	95	557	100	80	293	rpmF
b1090	NC_000913.3	1147621	1148691	+	1071	185	76	267	180	306	164	199	159	170	89	59	261	273	291	96	58	124	40	68	399	406	352	145	78	53	319	340	392	314	89	255	331	321	1494	135	70	563	plsX
b1091	NC_000913.3	1148759	1149712	+	954	111	79	184	154	222	132	127	160	189	93	62	276	235	253	87	67	84	59	74	282	331	281	89	57	28	146	214	289	205	98	214	254	265	560	157	29	290	fabH
b1092	NC_000913.3	1149728	1150657	+	930	152	73	208	172	269	102	104	111	175	46	29	261	204	252	79	54	73	22	70	261	250	251	101	48	27	185	206	276	153	54	169	187	244	477	72	38	220	fabD
b1093	NC_000913.3	1150670	1151404	+	735	539	312	546	371	690	287	314	303	272	220	155	617	523	569	259	238	287	129	226	612	557	549	199	121	69	926	394	1545	476	397	452	577	1273	2976	438	271	1018	fabG
b1094	NC_000913.3	1151615	1151851	+	237	1000	1122	1141	760	1416	423	506	481	460	838	961	1318	1236	1383	383	367	1037	82	363	1308	1211	1306	475	245	135	470	959	1387	914	512	1002	1315	752	1812	794	229	629	acpP
b1095	NC_000913.3	1151939	1153180	+	1242	339	324	574	388	693	678	572	1223	777	356	261	693	668	629	265	236	337	57	221	783	771	677	246	94	71	1534	703	2955	619	191	617	845	840	3531	227	104	1072	fabF
b1096	NC_000913.3	1153300	1154109	+	810	14	6	14	15	21	22	21	22	21	12	14	15	12	27	11	7	14	9	6	17	34	17	15	5	2	32	17	30	26	11	32	42	49	77	38	7	41	pabC
b1097	NC_000913.3	1154112	1155134	+	1023	13	23	22	19	19	26	33	29	27	36	18	23	26	33	17	10	21	14	19	28	28	27	11	7	5	33	13	35	32	18	38	42	48	77	22	7	39	mltG
b1098	NC_000913.3	1155124	1155765	+	642	24	23	17	9	22	29	18	27	36	26	23	19	20	32	9	19	23	8	15	30	18	34	19	11	7	49	25	34	30	14	22	24	76	121	32	20	53	tmk
b1099	NC_000913.3	1155762	1156766	+	1005	23	10	38	19	21	42	45	67	37	22	14	19	29	28	23	20	16	6	14	22	38	36	22	15	4	70	37	45	49	12	45	57	114	202	29	7	85	holB
b1100	NC_000913.3	1156777	1157574	+	798	43	104	37	26	46	79	63	88	80	129	167	44	43	52	38	67	73	153	39	42	49	45	40	35	15	424	53	1215	94	662	74	77	566	409	590	224	153	ycfH
b1101	NC_000913.3	1157869	1159302	+	1434	46	49	58	42	66	43	40	55	49	79	72	63	59	78	31	40	68	32	43	57	54	59	29	17	12	368	52	1054	90	147	76	105	233	318	130	45	152	ptsG
b1102	NC_000913.3	1159362	1161551	-	2190	14	16	20	9	17	16	25	14	14	26	13	11	9	34	8	10	21	9	10	13	25	22	4	6	3	35	7	55	58	20	28	20	66	82	34	4	14	fhuE
b1103	NC_000913.3	1161885	1162244	+	360	20	30	33	28	36	24	15	24	20	21	23	30	44	44	23	27	26	7	18	34	26	32	13	8	9	25	25	113	29	26	20	30	76	51	66	9	28	hinT
b1104	NC_000913.3	1162247	1162624	+	378	15	12	23	22	27	19	13	18	13	14	6	26	22	16	14	14	14	20	15	30	17	13	8	7	2	63	14	122	19	29	27	22	109	138	64	15	68	ycfL
b1105	NC_000913.3	1162638	1163279	+	642	19	31	33	26	37	62	47	85	50	25	23	29	32	39	17	20	27	14	26	29	28	29	14	6	6	215	32	438	43	34	41	40	170	168	64	11	91	lpoB
b1106	NC_000913.3	1163260	1164084	+	825	9	6	14	10	16	3	6	7	5	2	13	15	13	16	16	10	13	3	5	14	15	17	2	5	1	14	14	21	17	12	22	12	54	66	15	5	15	thiK
b1107	NC_000913.3	1164095	1165120	+	1026	33	28	34	32	29	19	17	16	23	34	31	37	38	33	22	24	35	9	24	35	44	34	16	9	2	33	44	92	48	21	49	49	123	152	48	6	50	nagZ
b1108	NC_000913.3	1165143	1165685	+	543	59	46	55	55	69	30	35	32	33	56	48	61	75	60	56	54	59	35	36	71	98	71	24	18	11	95	164	183	185	75	158	306	305	886	135	15	121	ycfP
b1109	NC_000913.3	1166085	1167389	+	1305	21	17	27	12	35	8	15	8	12	43	15	36	72	46	3	5	19	32	10	33	66	39	14	4	5	36	46	77	11	50	18	11	35	87	164	14	158	ndh
b1110	NC_000913.3	1167599	1168138	+	540	51	379	173	73	232	12	260	68	29	546	628	115	158	268	1	4	244	7	20	129	225	156	25	17	13	166	12	893	11	23	5	11	27	30	46	26	217	ycfJ
b1111	NC_000913.3	1168200	1168832	-	633	14	14	35	14	32	15	22	33	30	24	13	21	28	25	12	16	20	11	12	22	32	20	23	8	4	34	31	63	33	28	17	25	77	66	58	9	38	comR
b1112	NC_000913.3	1169073	1169330	+	258	49	101	65	48	76	25	57	42	39	52	46	99	35	70	64	54	44	71	26	57	67	78	23	21	14	52	57	68	625	475	154	147	96	36	845	23	35	bhsA
b4832	NC_000913.3	1169303	1169402	+	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2	1	bhsB
b1113	NC_000913.3	1169412	1170374	-	963	99	66	125	80	121	93	93	192	167	52	20	157	54	89	44	77	42	24	40	68	52	91	82	38	14	112	36	121	159	39	124	94	184	29	172	46	87	ldtC
b1114	NC_000913.3	1170518	1173964	-	3447	211	67	138	114	142	198	193	253	282	56	31	149	164	134	201	153	70	13	63	136	156	134	160	77	37	335	175	470	362	52	406	428	648	798	92	50	344	mfd
